,整车费率,,,,,,,,,,,,,,,
,费率由运输部（MOT）审定。所报费率不得以捆绑中标为条件。,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,目的地,,,,,,,,,,,,,,,
,SHDR DC1（主配送中心）：上海临港新城普洛斯临港物流园洋浩路575号，中国上海市浦东新区,,,,,,,,,,,,,,,
,TDSC 配送中心：上海市奉贤区航塘公路3088号C栋3楼迪士尼商店仓库，开瑞益上海配送中心C3，上海市奉贤区航塘公路3088号,,,,,,,,,,,,,,,
,币种：人民币,不含增值税,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,SHDR DC1/TDSC DC,,,,,,,SHDR DC1/TDSC DC,,,,
,出发省份,出发城市,车型,温度类型,运输天数（不含提货日）,费率（人民币）不含增值税,出发省份,出发城市,车型,温度类型,,运输天数（不含提货日）,费率（人民币）不含增值税,,附加费说明,每次附加费（人民币）
,江苏,宿迁,8T,干货,1,3180,Jiangsu,Suqian,8T,DRY,JiangsuSuqian8TDRY,,,,,
,江苏,苏州,10T,干货,1,1500,Jiangsu,Suzhou,10T,DRY,JiangsuSuzhou10TDRY,,,,,
,江苏,苏州,12T,干货,1,1500,Jiangsu,Suzhou,12T,DRY,JiangsuSuzhou12TDRY,,,,,
,江苏,苏州,15T,干货,1,2160,Jiangsu,Suzhou,15T,DRY,JiangsuSuzhou15TDRY,,,,,
,江苏,苏州,25T,干货,1,2136,Jiangsu,Suzhou,25T,DRY,JiangsuSuzhou25TDRY,,,,,
,江苏,苏州,26T,干货,1,2352,Jiangsu,Suzhou,26T,DRY,JiangsuSuzhou26TDRY,,,,,
,江苏,苏州,3T,干货,1,660,Jiangsu,Suzhou,3T,DRY,JiangsuSuzhou3TDRY,,,,,
,江苏,苏州,5T,干货,1,960,Jiangsu,Suzhou,5T,DRY,JiangsuSuzhou5TDRY,,,,,
,江苏,苏州,8T,干货,1,1380,Jiangsu,Suzhou,8T,DRY,JiangsuSuzhou8TDRY,,,,,
,江苏,苏州,40尺高柜,干货 - 自备箱,1,2352,Jiangsu,Suzhou,40'HQ,DRY - SOC,JiangsuSuzhou40'HQDRY - SOC,,,,,
,江苏,扬州,12T,干货,1,2700,Jiangsu,Yangzhou,12T,DRY,JiangsuYangzhou12TDRY,,,,,
,江苏,扬州,5T,干货,1,2160,Jiangsu,Yangzhou,5T,DRY,JiangsuYangzhou5TDRY,,,,,
,江苏,扬州,8T,干货,1,2220,Jiangsu,Yangzhou,8T,DRY,JiangsuYangzhou8TDRY,,,,,
,江西,赣州,10T,干货,3,4320,Jiangxi,Ganzhou,10T,DRY,JiangxiGanzhou10TDRY,,,,,
,江西,赣州,12T,干货,3,4320,Jiangxi,Ganzhou,12T,DRY,JiangxiGanzhou12TDRY,,,,,
,江西,赣州,15T,干货,3,6360,Jiangxi,Ganzhou,15T,DRY,JiangxiGanzhou15TDRY,,,,,
,江西,赣州,25T,干货,3,6960,Jiangxi,Ganzhou,25T,DRY,JiangxiGanzhou25TDRY,,,,,
,江西,赣州,26T,干货,3,7560,Jiangxi,Ganzhou,26T,DRY,JiangxiGanzhou26TDRY,,,,,
,江西,赣州,3T,干货,3,2640,Jiangxi,Ganzhou,3T,DRY,JiangxiGanzhou3TDRY,,,,,
,江西,赣州,8T,干货,3,4200,Jiangxi,Ganzhou,8T,DRY,JiangxiGanzhou8TDRY,,,,,
,江西,赣州,40尺高柜,干货 - 自备箱,3,6960,Jiangxi,Ganzhou,40'HQ,DRY - SOC,JiangxiGanzhou40'HQDRY - SOC,,,,,
,江西,南昌,REF_12T,冷藏,,,Jiangxi,Nanchang,REF_12T,REEFER,JiangxiNanchangREF_12TREEFER,,,,,
,山东,青岛,10T,干货,2,4200,Shandong,Qingdao,10T,DRY,ShandongQingdao10TDRY,,,,,
,山东,青岛,12T,干货,2,4200,Shandong,Qingdao,12T,DRY,ShandongQingdao12TDRY,,,,,
,山东,青岛,3T,干货,2,2340,Shandong,Qingdao,3T,DRY,ShandongQingdao3TDRY,,,,,
,山东,青岛,5T,干货,2,3600,Shandong,Qingdao,5T,DRY,ShandongQingdao5TDRY,,,,,
,山东,青岛,8T,干货,2,3840,Shandong,Qingdao,8T,DRY,ShandongQingdao8TDRY,,,,,
,山东,泰安,3T,干货,2,2640,Shandong,Tai'An,3T,DRY,ShandongTai'An3TDRY,,,,,
